"Name","FullName","CreationTime","LastWriteTime","Extension","Length"
"cities","/home/ram/random/cities","20/06/2018 13:15:14","20/06/2018 13:15:14","",
"bangalore.jpg","/home/ram/random/bangalore.jpg","20/06/2018 13:15:14","20/06/2018 13:15:14",".jpg","0"
"coffee.jpg","/home/ram/random/coffee.jpg","20/06/2018 13:24:47","20/06/2018 13:24:47",".jpg","211787"
"crunched-numbers.csv","/home/ram/random/crunched-numbers.csv","01/07/2018 19:59:04","01/07/2018 19:59:04",".csv","464"
"demo.doc","/home/ram/random/demo.doc","20/06/2018 13:15:14","20/06/2018 13:15:14",".doc","0"
"file-list.csv","/home/ram/random/file-list.csv","02/07/2018 12:14:26","02/07/2018 12:14:26",".csv","153"
"himalayas.jpg","/home/ram/random/himalayas.jpg","20/06/2018 13:15:14","20/06/2018 13:15:14",".jpg","0"
"matrix-like-wm.mp4","/home/ram/random/matrix-like-wm.mp4","20/06/2018 13:26:10","20/06/2018 13:26:10",".mp4","5001938"
"my-plugin.rb","/home/ram/random/my-plugin.rb","20/06/2018 13:15:14","20/06/2018 13:15:14",".rb","0"
"piratos-wowa.me.mp3","/home/ram/random/piratos-wowa.me.mp3","20/06/2018 13:28:42","20/06/2018 13:28:42",".mp3","3747493"
"random-text-1.txt","/home/ram/random/random-text-1.txt","01/07/2018 18:13:27","01/07/2018 18:13:27",".txt","4680"
"random-text-2.txt","/home/ram/random/random-text-2.txt","01/07/2018 18:14:28","01/07/2018 18:14:28",".txt","4500"
"screenshot-001.png","/home/ram/random/screenshot-001.png","20/06/2018 13:15:14","20/06/2018 13:15:14",".png","0"
"screenshot-002.png","/home/ram/random/screenshot-002.png","20/06/2018 13:15:14","20/06/2018 13:15:14",".png","0"
"screenshot-003.png","/home/ram/random/screenshot-003.png","20/06/2018 13:15:14","20/06/2018 13:15:14",".png","0"
"volcano-copy.jpg","/home/ram/random/volcano-copy.jpg","30/06/2018 11:34:15","30/06/2018 11:34:15",".jpg","78954"
"volcano.jpg","/home/ram/random/volcano.jpg","20/06/2018 13:23:23","20/06/2018 13:23:23",".jpg","63538"
